dT	T (0)	dT (0)	Base Mean (0)	Base Local Background (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Tip Local Background (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Base Local Background (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Tip Local Background (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Base Local Background (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Tip Local Background (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Base Local Background (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Tip Local Background (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Base Local Background (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Tip Local Background (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Base Local Background (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Tip Local Background (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Base Local Background (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Tip Local Background (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Base Local Background (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Tip Local Background (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Base Local Background (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Tip Local Background (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Base Local Background (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Tip Local Background (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Base Local Background (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Tip Local Background (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Base Local Background (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Tip Local Background (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Base Local Background (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Tip Local Background (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Base Local Background (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Tip Local Background (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Base Local Background (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Tip Local Background (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Base Local Background (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Tip Local Background (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Base Local Background (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Tip Local Background (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)	T (17)	dT (17)	Base Mean (17)	Base Local Background (17)	Body Mean (17)	Proj Mean (17)	Tip Mean (17)	Tip Th Mean (17)	Tip Local Background (17)	Length (17)	dL (17)	DCTM (17)	DCBM (17)	T (18)	dT (18)	Base Mean (18)	Base Local Background (18)	Body Mean (18)	Proj Mean (18)	Tip Mean (18)	Tip Th Mean (18)	Tip Local Background (18)	Length (18)	dL (18)	DCTM (18)	DCBM (18)	T (19)	dT (19)	Base Mean (19)	Base Local Background (19)	Body Mean (19)	Proj Mean (19)	Tip Mean (19)	Tip Th Mean (19)	Tip Local Background (19)	Length (19)	dL (19)	DCTM (19)	DCBM (19)	T (20)	dT (20)	Base Mean (20)	Base Local Background (20)	Body Mean (20)	Proj Mean (20)	Tip Mean (20)	Tip Th Mean (20)	Tip Local Background (20)	Length (20)	dL (20)	DCTM (20)	DCBM (20)
34.000	35.000	34.000	196.700	159.222	366.307	136.522	119.233	134.333	110.136	4.064	0.127	0.031	-0.120	35.000	34.000	157.552	122.762	366.307	134.502	115.500	121.333	107.872	7.813	-0.111	-0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	180.704	152.884	366.307	150.753	123.345	132.750	119.394	2.475	-0.027	0.145	0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	193.321	161.610	366.307	141.056	118.222	126.533	113.576	3.322	0.068	-0.078	-0.136	35.000	34.000	193.759	166.358	366.307	149.903	121.214	131.615	115.089	4.005	0.019	0.061	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	189.107	160.178	366.307	152.497	135.343	144.840	127.833	1.472	0.038	-0.023	0.046	35.000	34.000	187.971	154.000	366.307	137.393	117.148	126.929	109.938	3.957	0.276	-0.000	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	34.000	158.129	129.765	362.723	132.782	118.067	125.353	107.250	6.387	-0.195	-0.119	0.074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	34.000	169.692	139.782	358.532	134.391	123.786	129.056	111.660	3.087	-0.046	0.059	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	34.000	156.214	129.290	355.751	125.148	117.000	124.067	107.815	7.366	-0.084	0.043	-0.000	80.000	34.000	185.176	165.064	355.676	131.499	114.692	121.000	107.483	10.911	0.268	0.085	-0.176	91.000	34.000	170.250	157.515	353.575	125.700	113.355	117.833	108.647	9.059	0.290	-0.030	-0.286	94.000	34.000	196.417	155.702	349.609	145.403	115.857	123.417	105.849	8.066	1.195	0.219	-0.960
35.000	36.000	35.000	186.857	155.230	362.741	132.962	118.143	125.812	110.055	4.033	-0.030	0.056	-0.011	36.000	35.000	153.032	122.137	362.741	133.354	118.226	126.625	107.000	7.775	-0.038	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	185.161	156.707	362.741	148.074	119.393	125.920	116.403	2.678	0.203	0.113	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	183.148	165.989	362.741	140.632	127.857	128.893	113.714	3.376	0.054	-0.008	-0.065	36.000	35.000	199.406	165.753	362.741	149.093	120.742	134.000	112.506	4.365	0.360	0.122	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	178.444	151.479	362.741	150.175	138.125	148.450	129.583	1.223	-0.249	-0.000	0.205	36.000	35.000	177.000	145.471	362.741	134.168	115.357	122.474	111.721	3.597	-0.360	-0.091	0.213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	35.000	163.815	134.000	363.242	130.961	113.467	122.000	107.649	6.582	0.195	0.064	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	35.000	168.923	133.766	359.500	135.016	122.200	130.333	111.486	2.800	-0.287	-0.000	0.319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	35.000	188.735	170.267	355.068	141.001	116.143	123.867	107.785	9.603	2.236	-0.000	-2.065	81.000	35.000	184.296	160.558	354.682	132.344	121.080	128.765	107.007	10.881	-0.030	-0.000	-0.031	92.000	35.000	160.739	144.591	354.095	128.152	116.889	123.625	107.925	9.116	0.057	0.045	-0.063	95.000	35.000	177.679	134.989	347.329	132.842	115.444	124.909	106.541	6.668	-1.398	0.198	1.460
36.000	37.000	36.000	196.345	152.950	367.955	137.524	118.769	125.250	108.775	4.033	0.000	-0.000	0.032	37.000	36.000	157.290	124.745	367.955	134.384	113.964	121.857	106.434	8.257	0.482	0.064	-0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	200.931	159.326	367.955	147.657	121.258	133.556	116.527	2.678	0.000	-0.057	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	179.037	162.081	367.955	136.018	115.833	120.435	113.682	3.468	0.092	-0.065	-0.069	37.000	36.000	206.147	169.803	367.955	148.021	116.800	123.571	113.075	4.598	0.233	0.000	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	184.148	138.964	367.955	151.984	145.531	160.571	127.870	0.752	-0.471	0.018	0.446	37.000	36.000	167.400	140.600	367.955	137.217	121.607	129.938	111.061	3.441	-0.157	0.055	0.215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	36.000	163.379	134.452	365.169	131.030	112.964	121.385	106.424	6.731	0.149	0.074	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	36.000	172.231	139.868	357.636	133.137	119.375	127.765	113.801	2.578	-0.222	-0.026	0.147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	36.000	204.867	173.808	356.294	142.066	119.750	127.562	108.893	9.664	0.062	-0.092	-0.276	82.000	36.000	170.926	148.718	354.580	128.258	112.393	118.611	109.824	10.218	-0.663	-0.233	0.378	93.000	36.000	167.962	142.500	348.680	130.795	118.320	122.227	107.049	9.430	0.314	0.080	-0.188	96.000	36.000	174.069	134.677	343.579	131.766	118.393	125.400	106.366	6.622	-0.046	0.109	0.144
37.000	38.000	37.000	189.250	147.744	367.335	134.548	117.607	128.778	110.457	3.804	-0.230	-0.055	0.165	38.000	37.000	160.194	128.514	367.335	133.518	113.862	118.263	107.371	8.544	0.287	-0.064	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	190.654	154.174	367.335	144.142	126.633	145.286	115.966	2.521	-0.157	0.089	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	166.517	152.048	367.335	136.020	120.912	130.800	113.140	3.200	-0.268	-0.196	0.066	38.000	37.000	206.833	175.425	367.335	149.178	122.571	129.786	112.750	4.774	0.176	-0.021	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	173.393	138.930	367.335	150.500	149.850	164.733	136.622	0.592	-0.160	0.000	0.260	38.000	37.000	184.935	145.527	367.335	139.298	123.643	134.267	111.537	3.433	-0.008	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	37.000	176.179	137.286	361.114	132.902	115.357	121.842	108.389	6.949	0.219	-0.019	-0.117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	37.000	176.828	152.674	355.487	137.684	130.548	138.706	116.940	2.103	-0.475	-0.077	0.372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	37.000	209.069	182.173	358.765	139.556	112.714	120.062	110.014	9.921	0.257	-0.047	-0.320	83.000	37.000	177.964	150.381	352.966	129.709	116.667	123.692	108.291	10.192	-0.027	-0.088	-0.088	94.000	37.000	161.478	143.952	349.609	125.837	112.679	120.583	109.782	9.449	0.019	-0.044	-0.062	97.000	37.000	176.515	139.043	343.779	131.062	115.690	120.680	108.261	6.798	0.176	-0.109	-0.109
38.000	39.000	38.000	196.000	152.566	362.723	135.247	116.483	123.300	110.735	3.796	-0.008	-0.000	0.065	39.000	38.000	153.897	124.856	362.723	134.514	114.786	121.286	106.054	8.108	-0.436	-0.064	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	193.000	159.386	362.723	148.096	127.778	141.222	118.343	2.632	0.111	-0.056	-0.201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	169.172	147.176	362.723	135.447	123.100	132.105	115.212	3.081	-0.119	-0.130	-0.065	39.000	38.000	193.387	161.792	362.723	145.093	120.143	125.095	113.313	4.590	-0.184	0.000	0.101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	168.792	138.586	362.723	145.000	145.000	168.250	136.531	0.375	-0.217	0.058	0.087	39.000	38.000	174.300	145.052	362.723	137.342	118.607	128.000	113.533	3.368	-0.065	-0.053	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	38.000	165.733	139.826	362.669	135.502	117.900	135.571	106.507	7.217	0.268	0.215	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	38.000	186.086	154.264	356.226	134.349	116.321	123.000	107.838	9.316	-0.605	-0.181	0.554	84.000	38.000	172.586	152.073	352.689	129.447	116.179	124.500	109.825	9.905	-0.287	-0.260	0.057	95.000	38.000	146.258	128.447	347.329	126.411	114.000	119.095	106.342	7.410	-2.039	0.144	2.219	98.000	38.000	172.867	136.565	335.970	129.128	115.321	120.684	109.469	6.660	-0.138	-0.054	0.054
39.000	40.000	39.000	168.786	144.033	363.242	134.922	118.862	131.882	110.007	3.490	-0.306	-0.089	0.166	40.000	39.000	161.759	124.926	363.242	136.642	117.214	127.538	106.014	8.433	0.325	-0.000	-0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	168.615	146.052	363.242	141.459	125.552	138.615	118.517	2.207	-0.425	0.000	0.435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	180.273	161.000	363.242	139.862	120.630	127.077	114.497	3.506	0.425	0.003	-0.260	40.000	39.000	187.767	155.896	363.242	143.318	120.258	129.188	111.373	4.617	0.027	0.124	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	187.394	156.302	363.242	144.673	125.103	137.364	110.917	3.884	0.517	0.055	-0.399	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	39.000	173.615	141.177	358.532	133.699	112.900	125.857	107.849	7.301	0.084	0.128	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	39.000	184.647	152.516	356.691	133.276	119.667	123.667	109.116	9.408	0.092	-0.184	-0.279	85.000	39.000	170.000	151.916	353.634	128.721	115.464	123.400	107.646	9.989	0.084	-0.000	-0.027	96.000	39.000	131.692	120.349	343.579	125.424	115.333	120.429	107.596	5.337	-2.073	0.144	1.888	99.000	39.000	181.677	151.022	337.289	130.427	112.458	120.625	105.142	6.964	0.305	-0.009	-0.316
40.000	41.000	40.000	162.517	143.449	365.169	132.970	118.036	127.050	110.066	3.517	0.027	0.090	0.109	41.000	40.000	163.379	126.884	365.169	138.055	113.400	119.412	106.073	8.804	0.371	-0.000	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	196.750	159.043	365.169	148.202	127.968	143.077	117.837	2.640	0.433	0.000	-0.379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	177.606	161.793	365.169	139.463	123.516	131.667	113.709	3.663	0.157	0.001	-0.129	41.000	40.000	197.097	164.284	365.169	144.162	118.643	129.067	110.569	5.107	0.490	0.288	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	187.733	153.655	365.169	145.117	124.741	136.154	112.476	3.857	-0.027	0.056	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	40.000	168.733	135.620	359.500	134.116	120.143	127.200	106.866	6.930	-0.371	-0.064	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	40.000	190.710	155.602	357.230	135.749	116.552	128.286	108.714	9.584	0.176	-0.000	-0.232	86.000	40.000	176.034	147.410	351.003	131.863	118.393	132.500	107.075	9.878	-0.111	-0.000	0.057	97.000	40.000	149.727	128.526	343.779	126.284	115.967	124.333	107.935	5.261	-0.076	0.059	0.337	100.000	40.000	146.926	124.634	344.558	124.134	113.321	122.727	107.840	5.815	-1.149	0.039	1.050
41.000	42.000	41.000	198.269	153.372	361.114	134.099	119.000	135.000	111.099	3.566	0.049	-0.088	-0.195	42.000	41.000	147.000	120.424	361.114	127.934	113.600	117.000	106.073	5.989	-2.815	-0.000	2.648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	187.481	162.365	361.114	144.713	127.586	134.381	120.310	2.575	-0.065	0.000	-0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	199.667	176.000	361.114	144.152	122.875	131.385	113.657	4.145	0.482	0.065	-0.520	42.000	41.000	203.800	176.338	361.114	143.002	115.519	129.375	111.181	5.421	0.314	0.166	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	181.600	157.609	361.114	142.688	118.194	133.333	115.396	3.812	-0.046	-0.110	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	41.000	170.867	134.859	357.636	132.773	116.704	133.500	108.014	6.938	0.008	0.064	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	41.000	187.935	155.242	356.894	135.443	118.500	131.400	108.776	9.703	0.119	-0.000	-0.140	87.000	41.000	171.038	146.536	353.259	132.728	120.607	130.750	108.234	9.396	-0.482	-0.088	0.317	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	41.000	161.700	132.131	337.360	127.051	112.138	117.818	107.163	6.470	0.655	0.084	-0.350
42.000	43.000	42.000	185.429	153.318	362.669	133.319	119.581	126.136	110.182	3.604	0.038	-0.000	-0.027	43.000	42.000	154.793	120.667	362.669	134.453	116.667	122.125	105.845	7.136	1.148	-0.000	-1.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	191.760	164.562	362.669	146.258	125.379	138.125	119.752	2.602	0.027	-0.052	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	192.483	171.200	362.669	144.902	123.667	129.625	114.800	4.026	-0.119	-0.064	0.000	43.000	42.000	207.633	173.903	362.669	142.661	116.963	124.143	110.404	5.540	0.119	0.022	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	185.806	154.977	362.669	140.782	120.069	128.316	113.185	3.957	0.146	0.090	-0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	42.000	167.000	130.049	355.487	133.834	117.700	129.273	109.653	6.632	-0.306	-0.114	0.114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	42.000	185.464	156.217	356.302	132.955	122.464	131.800	108.047	9.741	0.038	-0.048	-0.000	88.000	42.000	184.207	151.833	352.588	132.556	115.621	126.600	107.186	9.664	0.268	0.088	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	42.000	193.824	165.228	338.753	134.154	111.517	115.400	111.774	7.369	0.899	-0.434	-1.400
43.000	44.000	43.000	213.800	160.824	358.532	135.777	121.414	130.364	111.327	3.669	0.065	-0.028	-0.117	44.000	43.000	150.345	122.082	358.532	132.064	111.758	118.526	105.159	6.914	-0.222	0.074	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	183.370	163.125	358.532	145.365	127.385	137.556	118.187	2.640	0.038	0.055	0.015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	181.815	162.687	358.532	142.026	122.871	134.750	115.068	3.988	-0.038	-0.065	0.000	44.000	43.000	201.528	174.329	358.532	142.646	116.724	133.333	110.986	5.670	0.130	0.000	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	167.615	146.257	358.532	138.296	123.172	133.722	114.651	3.368	-0.590	-0.000	0.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	43.000	162.931	135.131	354.602	129.422	116.733	122.632	107.517	5.132	-1.500	0.012	1.490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	43.000	179.067	154.147	355.457	131.816	116.714	125.812	109.288	9.917	0.176	-0.000	-0.184	89.000	43.000	174.393	148.835	353.519	130.602	122.793	131.643	108.215	9.480	-0.184	-0.057	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	43.000	167.121	155.154	339.515	129.982	113.815	119.714	107.476	7.217	-0.152	0.181	0.368
